accession,description,number_of_unique_peptides,number_of_peptides,total_PSMs,ctrl_abundance,exp_abundance,mean_abundance,abundance_fc,abundance_log2fc,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,pval,fdr_bh,xl_id,xl_id_source,xenla_xen_base_gene_names,xenla_gen_bank_description,human_uni_prot_id,human_gene_names_primary,human_gene_names_synonyms,egg_nog_annotation
ENOG411CU2K,ENOG411CU2K,17,17,32,19711241.046875,54778618.84375,37244929.9453125,2.7790547897761386,1.474594277920672,8,24,1.886670997114985,0.9158428637366077,1.8672755223549007,0.03093156090694425,0.5654611347730764,Xelaev18016912m.g,Xenbase_9.1,gemin5.L,NA,Q8TEQ6,GEMIN5,NA,gem (nuclear organelle) associated protein 5
ENOG411CV02,ENOG411CV02,4,4,4,2321945.1738281297,14682385.08984375,8502165.13183594,6.323312563680084,2.660680534224247,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"120577498, 148222035, Xelaev18009936m.g","GenBank, Xenbase_9.1",bsg.S,"LOC100037021 protein [Xenopus laevis], basigin (Ok blood group) precursor [Xenopus laevis], NA",P35613,BSG,NA,basigin (Ok blood group)
ENOG411CZ3K,ENOG411CZ3K,3,3,4,183132.3671875,1270169.4375,726650.90234375,6.935799809760213,2.794062258185729,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"147899920, 148230585, Xelaev18008420m.g","GenBank, Xenbase_9.1",txnl1.L,"uncharacterized protein LOC734269 [Xenopus laevis], thioredoxin-like 1 [Xenopus laevis], NA",O43396,TXNL1,TRP32 TXL TXNL,Thioredoxin-like 1
ENOG411CT6S,ENOG411CT6S,3,3,4,1997871.9296875,5458915.53125,3728393.73046875,2.732365098149141,1.4501502691686934,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"115527861, 49257408, Xelaev18023937m.g","GenBank, Xenbase_9.1",sec13.L,"Sec13l1 protein [Xenopus laevis], Unknown (protein for MGC:80813) [Xenopus laevis], NA",P55735,SEC13,D3S1231E SEC13A SEC13L1 SEC13R,SEC13 homolog (S. cerevisiae)
ENOG411D1XA,ENOG411D1XA,1,3,4,1468170.703125,3742105.40625,2605138.0546875,2.548821740063967,1.3498304774328256,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"147907096, 148230118, Xelaev18047701m.g","GenBank, Xenbase_9.1",nme4.S,"nucleoside diphosphate kinase 4 [Xenopus laevis], NA",O00746,NME4,NM23D,NME NM23 nucleoside diphosphate kinase 4
ENOG411CSZS,ENOG411CSZS,2,2,4,555504.1875,1510432.625,1032968.40625,2.7190301333237024,1.443092139945158,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"148225452, 148235558, Xelaev18025194m.g, Xelaev18023077m.g","GenBank, Xenbase_9.1","urod.S, urod.L","MGC82980 protein [Xenopus laevis], uroporphyrinogen decarboxylase [Xenopus laevis], NA",P06132,UROD,NA,Uroporphyrinogen decarboxylase
ENOG411CV1E,ENOG411CV1E,3,3,4,487468.13671875,1692365.9375,1089917.037109375,3.471746787167812,1.795661728249294,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"189442677, 50415052, Xelaev18013967m.g, Xelaev18002023m.g, Xelaev18016499m.g, Xelaev18000698m.g","GenBank, Xenbase_9.1","Xelaev18013967m.g, Xelaev18002023m.g, Xelaev18016499m.g, Xelaev18000698m.g","LOC100174804 protein [Xenopus laevis], Nup98 protein [Xenopus laevis], NA",P52948,NUP98,ADAR2,nucleoporin 98kDa
66910877,66910877,3,3,4,23111773.5,41177698.5,32144736,1.7816762742158234,0.8332352268651066,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,NA,NA,NA,NA,NA,NA,NA,NA
ENOG411CQMH,ENOG411CQMH,3,3,4,32130.7392578125,719943.69140625,376037.21533203125,22.40669552074491,4.48585799463459,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"147906809, 213623422, 54038334, Xelaev18038707m.g, Xelaev18015709m.g, Xelaev18013190m.g, Xelaev18038702m.g, Xelaev18038693m.g","GenBank, Xenbase_9.1","Xelaev18038707m.g, irg1.S, irg1.L, Xelaev18038702m.g, Xelaev18038693m.g","immunoresponsive gene 1 [Xenopus laevis], XIRG protein-like [Xenopus laevis], Unknown (protein for MGC:98823) [Xenopus laevis], NA",A6NK06,ACOD1,IRG1,immunoresponsive 1 homolog (mouse)
ENOG411CRQM,ENOG411CRQM,2,2,4,9396344.421875,17959580.5,13677962.4609375,1.9113369725134282,0.9345821507471013,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"147906378, 148236420, Xelaev18045940m.g","GenBank, Xenbase_9.1",rpl19.S,"ribosomal protein L19 [Xenopus laevis], 60S ribosomal protein L19 [Xenopus laevis], NA",P84098,RPL19,NA,ribosomal protein L19
ENOG411CSJ2,ENOG411CSJ2,2,2,4,63069.5859375,1561500.375,812284.98046875,24.75837365647839,4.62984464389855,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"116487835, 120577674, 148226096, Xelaev18029827m.g, Xelaev18027736m.g, Xelaev18019556m.g, Xelaev18027735m.g, Xelaev18029826m.g, Xelaev18019555m.g, Xelaev18019553m.g, Xelaev18001039m.g, Xelaev18001041m.g, Xelaev18019554m.g","GenBank, Xenbase_9.1","plscr1.S, plscr1.L, plscr3.L, plscr2.L, plscr2.S, Xelaev18019555m.g, loc100488434.L, loc100488434.S, plscr3.S, loc100489081.L","Plscr2 protein [Xenopus laevis], LOC100037052 protein [Xenopus laevis], phospholipid scramblase 1 [Xenopus laevis], NA","O15162, Q9NRY7, Q9NRY6","PLSCR1, PLSCR2, PLSCR3",NA,Phospholipid scramblase
ENOG411CU2V,ENOG411CU2V,3,3,4,1099889.125,3441650.96875,2270770.046875,3.1290890059032086,1.6457426961463915,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"147900472, 148226721, 148231281, Xelaev18046619m.g, Xelaev18043948m.g","GenBank, Xenbase_9.1","rbm39.S, rbm39.L","MGC81970 protein [Xenopus laevis], RNA binding motif protein 39 [Xenopus laevis], RNA binding motif protein 23 [Xenopus laevis], NA",Q14498,RBM39,HCC1 RNPC2,RNA binding motif protein
ENOG411DFP8,ENOG411DFP8,2,2,4,1177822.96875,3439209.9375,2308516.453125,2.9199718707727063,1.545954471128515,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"322967577, 49118939, 68533750, 80476807, Xelaev18035128m.g","GenBank, Xenbase_9.1",patl1.L,"RecName: Full=Protein PAT1 homolog 1; AltName: Full=PAT1-like protein 1; AltName: Full=Protein PAT1 homolog b; Short=Pat1b; Short=xPat1b, LOC443620 protein [Xenopus laevis], NA",NA,NA,NA,protein associated with topoisomerase II homolog 1 (yeast)
ENOG411CUJ8,ENOG411CUJ8,3,3,4,5869514.765625,18818227.75,12343871.2578125,3.2060959894350294,1.680817619943116,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"148228386, 27924448, Xelaev18012993m.g","GenBank, Xenbase_9.1",txndc9.L,"thioredoxin domain containing 9 [Xenopus laevis], Apacd-prov protein [Xenopus laevis], NA",O14530,TXNDC9,APACD,thioredoxin domain containing 9
ENOG411CQFS,ENOG411CQFS,3,3,4,358919.1953125,5667599.03125,3013259.11328125,15.790738152957783,3.9810067078030964,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"1582214, 349585162, 50416330, Xelaev18047501m.g","GenBank, Xenbase_9.1",gspt1.S,"polypeptide chain releasing factor eRF3, eukaryotic peptide chain release factor GTP-binding subunit ERF3A [Xenopus laevis], Gspt2-prov protein [Xenopus laevis], NA","Q8IYD1, P15170","GSPT2, GSPT1","ERF3B, ERF3A",G1 to S phase transition
ENOG411CS03,ENOG411CS03,2,2,4,32130.7392578125,2366764.84375,1199447.7915039062,73.6604540829084,6.20281838570553,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"147905526, Xelaev18013669m.g","GenBank, Xenbase_9.1",dhrs12.L,"dehydrogenase/reductase (SDR family) member 12 [Xenopus laevis], NA",A0PJE2,DHRS12,SDR40C1,dehydrogenase reductase (SDR family) member 12
ENOG411CQ5D,ENOG411CQ5D,2,2,4,238601.6796875,882802.84375,560702.26171875,3.6999020497517847,1.8874870777124333,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"Xelaev18025023m.g, Xelaev18022765m.g",Xenbase_9.1,"phkb.S, phkb.L",NA,Q93100,PHKB,NA,phosphorylase kinase beta
ENOG411D10E,ENOG411D10E,2,2,4,166106.171875,2200449.5,1183277.8359375,13.247247077946664,3.727620677986643,0,4,3.3960077948069736,1.763839770291558,1.8150211692722902,0.034760328161840576,0.5654611347730764,"148228511, 148235753, 46329916, 49522139, 51258510, Xelaev18015861m.g","GenBank, Xenbase_9.1",myl6.S,"myosin, light chain 6, alkali, smooth muscle and non-muscle [Xenopus laevis], uncharacterized protein LOC414678 [Xenopus laevis], LOC414678 protein [Xenopus laevis], MGC84744 protein [Xenopus laevis], NA",P60660,MYL6,NA,"myosin, light chain 6, alkali, smooth muscle and non-muscle"
ENOG411CXDQ,ENOG411CXDQ,6,6,12,754256.71875,2499753.96875,1627005.34375,3.3141951627461057,1.7286585609286165,2,10,2.4904057161917805,1.3163807933203366,1.810094110799899,0.03514059705247715,0.5654611347730764,"118763664, 126631294, 148236661, 50603946, 52430491, Xelaev18044363m.g","GenBank, Xenbase_9.1",clasp1.L,"Clasp1b protein [Xenopus laevis], Clasp1a protein [Xenopus laevis], CLIP-associating protein 1-A [Xenopus laevis], NA","Q7Z460, O75122","CLASP1, CLASP2","KIAA0622 MAST1, KIAA0627",cytoplasmic linker associated protein
ENOG411CP66,ENOG411CP66,5,5,12,1911364.533203125,10192722.6875,6052043.6103515625,5.332694266550355,2.4148646179561455,2,10,2.4904057161917805,1.3163807933203366,1.810094110799899,0.03514059705247715,0.5654611347730764,"1161304, Xelaev18035875m.g","GenBank, Xenbase_9.1",lig1.L,"ligase I [Xenopus laevis], NA",P18858,LIG1,NA,"Ligase I, DNA, ATP-dependent"
ENOG411CQ5E,ENOG411CQ5E,9,9,22,5449614.203125,19599283.75,12524448.9765625,3.5964534404584243,1.8465749271537328,5,17,2.0376046768841842,1.026874176125352,1.7943504353101678,0.03637862636411829,0.5654611347730764,"147902780, 147903863, 148234209, 3293344, Xelaev18008142m.g, Xelaev18000814m.g, Xelaev18010871m.g","GenBank, Xenbase_9.1","tnpo1.L, tnpo2-like.S, tnpo1.S","uncharacterized protein LOC495010 [Xenopus laevis], transportin 1 [Xenopus laevis], transportin 2 [Xenopus laevis], transportin [Xenopus laevis], NA","O14787, Q92973","TNPO2, TNPO1",KPNB2 MIP1 TRN,Transportin
ENOG411CPEN,ENOG411CPEN,4,14,157,1051415683.378906,2441048785.375,1746232234.3769531,2.3216781183349555,1.2151679682106002,52,105,1.3584031179227893,0.44191167540419546,1.7879070348624948,0.036895503869725677,0.5654611347730764,"122936374, 148222128, 148231177, 1703123, 1703127, Xelaev18003775m.g, Xelaev18043709m.g","GenBank, Xenbase_9.1","Xelaev18003775m.g, actg1.L","LOC100037088 protein [Xenopus laevis], actin, cytoplasmic type 8 [Xenopus laevis], actin, cytoplasmic 1 [Xenopus laevis], RecName: Full=Actin, cytoplasmic type 5, RecName: Full=Actin, cytoplasmic type 8, NA","P60709, P63261","ACTB, ACTG1",ACTG,Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells
ENOG411CZH5,ENOG411CZH5,4,4,8,998649.524414063,4571632.46875,2785140.9965820312,4.577814695733532,2.1946590655679197,1,7,2.7168062358455787,1.4419116754041954,1.7501257576409979,0.040048308025586,0.5654611347730764,"115528650, 132173, 147900380, 2134146, 47682592, 48735020, Xelaev18015101m.g","GenBank, Xenbase_9.1",rcc1.S,"Chc1-a protein [Xenopus laevis], RecName: Full=Regulator of chromosome condensation, regulator of chromosome condensation 1 [Xenopus laevis], RCC1 protein - African clawed frog (fragment), Chc1-a-prov protein [Xenopus laevis], Chc1-b-prov protein [Xenopus laevis], NA",P18754,RCC1,CHC1,Regulator of chromosome condensation 1
ENOG411CTW8,ENOG411CTW8,4,4,8,660915.8828125,2655098.96875,1658007.42578125,4.017302409879056,2.006227067012289,1,7,2.7168062358455787,1.4419116754041954,1.7501257576409979,0.040048308025586,0.5654611347730764,Xelaev18028069m.g,Xenbase_9.1,nbas.L,NA,A2RRP1,NBAS,NAG,Neuroblastoma amplified sequence
ENOG411D6FR,ENOG411D6FR,1,4,8,1172600.3515625,8845917.59375,5009258.97265625,7.543846956861934,2.915300408142389,1,7,2.7168062358455787,1.4419116754041954,1.7501257576409979,0.040048308025586,0.5654611347730764,148231829,GenBank,NA,uncharacterized protein LOC734930 [Xenopus laevis],NA,NA,NA,CAMSAP CH domain
ENOG411CQUW,ENOG411CQUW,4,4,8,1526687.078125,3818996.5,2672841.7890625,2.501492646869258,1.3227892115387516,1,7,2.7168062358455787,1.4419116754041954,1.7501257576409979,0.040048308025586,0.5654611347730764,"148745073, Xelaev18019044m.g, Xelaev18000738m.g, Xelaev18023388m.g, Xelaev18002800m.g, Xelaev18041681m.g","GenBank, Xenbase_9.1","dnm2.L, dnm2.S, dnm3.L, dnm1.L, dnm1.S","LOC100101298 protein [Xenopus laevis], NA","Q9UQ16, Q05193, P50570","DNM3, DNM1, DNM2","KIAA0820, DNM, DYN2",dynamin 2
ENOG411CYP3,ENOG411CYP3,3,4,8,450895.765625,10149638.5625,5300267.1640625,22.50994428486434,4.49249058081984,1,7,2.7168062358455787,1.4419116754041954,1.7501257576409979,0.040048308025586,0.5654611347730764,"147905165, 19572331, Xelaev18039805m.g, Xelaev18041129m.g","GenBank, Xenbase_9.1","ppm1a.L, ppm1a.S","protein phosphatase 1A [Xenopus laevis], protein phosphatase 2C alpha isoform [Xenopus laevis], NA",P35813,PPM1A,PPPM1A,"protein phosphatase, Mg2 Mn2 dependent, 1A"
ENOG411CTBI,ENOG411CTBI,10,10,28,28010454.421875,57223509.5625,42616981.9921875,2.042933995308938,1.0306425931172736,7,21,1.8678042871438354,0.9013432940414928,1.7465532294554538,0.040357433069385384,0.5654611347730764,"148229707, 148237169, Xelaev18031324m.g, Xelaev18033323m.g","GenBank, Xenbase_9.1","sdha.L, sdha.S","succinate dehydrogenase [ubiquinone] flavoprotein subunit B, mitochondrial precursor [Xenopus laevis], succinate dehydrogenase [ubiquinone] flavoprotein subunit A, mitochondrial precursor [Xenopus laevis], NA",P31040,SDHA,SDH2 SDHF,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"
ENOG411CQ39,ENOG411CQ39,13,13,31,13342220.02734375,36272894.34375,24807557.185546875,2.7186550865906702,1.4428931295056704,8,23,1.8112041572303859,0.8569491746830393,1.7340491752182874,0.04145467914807011,0.5654611347730764,"148228342, Xelaev18002032m.g, Xelaev18019805m.g, Xelaev18002475m.g","GenBank, Xenbase_9.1","Xelaev18002032m.g, Xelaev18019805m.g, Xelaev18002475m.g","nucleoporin 205kDa [Xenopus laevis], NA",Q92621,NUP205,C7orf14 KIAA0225,nucleoporin 205kDa
ENOG411D67J,ENOG411D67J,4,4,15,26544097.2421875,86555214,56549655.62109375,3.2608083526168916,1.7052296521093522,3,12,2.2074050666245326,1.1423513935452876,1.7255335490281247,0.04221568156810426,0.5654611347730764,"147905368, Xelaev18005217m.g, Xelaev18008996m.g","GenBank, Xenbase_9.1","rpl9.L, rpl9.S","ribosomal protein L9 [Xenopus laevis], NA",P32969,RPL9; RPL9P7; RPL9P8; RPL9P9,; ; ;,Ribosomal protein L9
ENOG411CXUK,ENOG411CXUK,6,6,15,3856529.3359375,8320088.3125,6088308.82421875,2.1574030916783977,1.1092957564865056,3,12,2.2074050666245326,1.1423513935452876,1.7255335490281247,0.04221568156810426,0.5654611347730764,"13122448, 147900009, Xelaev18036841m.g","GenBank, Xenbase_9.1",bub3.S,"WD repeat protein Bub3 [Xenopus laevis], budding uninhibited by benzimidazoles 3 homolog [Xenopus laevis], NA",O43684,BUB3,NA,budding uninhibited by benzimidazoles 3 homolog (yeast)
ENOG411CUAI,ENOG411CUAI,7,9,18,10908324.78125,27412139.625,19160232.203125,2.512955946463743,1.3293853801818105,4,14,2.037604676884184,1.0268741761253515,1.6724534554935981,0.047217469350395676,0.5654611347730764,"13540314, 148223119, 148227542, 148227710, Xelaev18043239m.g, Xelaev18046000m.g","GenBank, Xenbase_9.1","pabpc1l.L, pabpc1l.S","embryonic poly(A) binding protein [Xenopus laevis], uncharacterized protein LOC495336 [Xenopus laevis], embryonic polyadenylate-binding protein A [Xenopus laevis], embryonic polyadenylate-binding protein B [Xenopus laevis], NA",Q4VXU2,PABPC1L,C20orf119,"poly(A) binding protein, cytoplasmic 1-like"
ENOG411CYMK,ENOG411CYMK,23,23,77,119034879.4218751,434622186.859376,276828533.14062554,3.6512170967890714,1.8683774521607541,24,53,1.4670753673566124,0.5529429877929392,1.6466131169602214,0.049818796302383936,0.5654611347730764,"122936422, 125858794, 147901093, 160773913, 44969357, Xelaev18038372m.g, Xelaev18041589m.g","GenBank, Xenbase_9.1","rpl7a.L, rpl7a.S","LOC100037086 protein [Xenopus laevis], Unknown (protein for MGC:160337) [Xenopus laevis], ribosomal protein L7a [Xenopus laevis], NA",P62424,RPL7A,SURF-3 SURF3,Ribosomal protein L7A
ENOG411CYJA,ENOG411CYJA,19,20,54,41315983.984375,130412450.375,85864217.1796875,3.156464830277787,1.6583096765035636,16,38,1.5581682823231995,0.6398510530161043,1.639919939531803,0.05051090719449795,0.5654611347730764,"11874759, 13021620, 205277333, 28958137, Xelaev18038100m.g, Xelaev18005901m.g, Xelaev18040992m.g","GenBank, Xenbase_9.1","uba1.L, uba6.L, uba1.S","ubiquitin activating enzyme [Xenopus laevis], ubiquitin-activating enzyme E1 [Xenopus laevis], ubiquitin-like modifier activating enzyme 1 [Xenopus laevis], Uba1a protein [Xenopus laevis], NA","P22314, A0AVT1, P41226","UBA1, UBA6, UBA7","A1S9T UBE1, MOP4 UBE1L2, UBE1L UBE2",Ubiquitin-like modifier activating enzyme
ENOG411CQUK,ENOG411CQUK,8,8,21,22207549.626953103,60019746.4375,41113648.03222655,2.7026730749553103,1.4343870088515218,5,16,1.9244044170572847,0.9444120159333785,1.6384495488105537,0.0506639751149215,0.5654611347730764,147901729,GenBank,NA,eukaryotic translation initiation factor 3 subunit D [Xenopus laevis],O15371,EIF3D,EIF3S7,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation"
ENOG411CYS8,ENOG411CYS8,10,10,21,6846380.123046881,22610949.703125,14728664.913085941,3.3026138334051964,1.723608288666311,5,16,1.9244044170572847,0.9444120159333785,1.6384495488105537,0.0506639751149215,0.5654611347730764,Xelaev18038290m.g,Xenbase_9.1,sardh.L,NA,Q9UL12,SARDH,DMGDHL1,sarcosine dehydrogenase
ENOG411CPSC,ENOG411CPSC,21,21,74,87462021.0800781,288757291.148438,188109656.11425805,3.301516333404402,1.7231287833315876,23,51,1.4716033777496884,0.5573888928241314,1.6315932764593704,0.05138259778255783,0.5654611347730764,"147906687, Xelaev18017962m.g, Xelaev18016428m.g, Xelaev18014080m.g, Xelaev18014079m.g, Xelaev18017961m.g","GenBank, Xenbase_9.1","loc100498358.L, loc100489234.S, Xelaev18014080m.g, Xelaev18014079m.g, fam115a-like.L","hypothetical protein LOC494989 [Xenopus laevis], NA","A6NFQ2, Q9Y4C2, A0A1B0GVM2","TCAF2, TCAF1, TCAF2C","FAM115C FAM139A, FAM115A KIAA0738, NA","Family with sequence similarity 115, member"
ENOG411CQ30,ENOG411CQ30,15,15,48,64438879.259765595,160071555.6123047,112255217.43603514,2.4840834826910205,1.3127136590819433,14,34,1.5848036375765875,0.6643040967406433,1.620129128544519,0.05260227071467331,0.5654611347730764,"147901873, 147903585, Xelaev18006966m.g, Xelaev18010175m.g","GenBank, Xenbase_9.1","habp4.L, habp4.S","hyaluronan binding protein 4 [Xenopus laevis], uncharacterized protein LOC398807 [Xenopus laevis], NA",Q5JVS0,HABP4,NA,Hyaluronan binding protein 4
ENOG411CTQ0,ENOG411CTQ0,6,6,11,3985739.62109375,13211457.65625,8598598.638671875,3.3146815678402413,1.7288702813292067,2,9,2.2640051965379824,1.1788772695704017,1.616889898149603,0.05295102467909898,0.5654611347730764,"1044938, 213623790, Xelaev18004415m.g","GenBank, Xenbase_9.1",ddx6.S,"RNA helicase p54 [Xenopus laevis], P54H protein [Xenopus laevis], NA",P26196,DDX6,HLR2 RCK,DEAD (Asp-Glu-Ala-Asp) box helicase 6
ENOG411CQNV,ENOG411CQNV,4,4,11,4484664.359375,17472440.75,10978552.5546875,3.8960420111428418,1.962009234129871,2,9,2.2640051965379824,1.1788772695704017,1.616889898149603,0.05295102467909898,0.5654611347730764,"148233638, Xelaev18004985m.g","GenBank, Xenbase_9.1",rpia.L,"ribose 5-phosphate isomerase A [Xenopus laevis], NA",P49247,RPIA,RPI,ribose 5-phosphate isomerase A
ENOG411CURI,ENOG411CURI,6,6,11,1268176.041015625,8928988.140625,5098582.0908203125,7.0408112532028095,2.8157416680021856,2,9,2.2640051965379824,1.1788772695704017,1.616889898149603,0.05295102467909898,0.5654611347730764,"147899432, 190610686, Xelaev18023767m.g, Xelaev18041746m.g, Xelaev18003550m.g, Xelaev18014870m.g, Xelaev18021245m.g, Xelaev18025751m.g","GenBank, Xenbase_9.1","atp2b2-like.L, atp2b3.S, atp2b3.L, atp2b4-like.S, atp2b1.S, atp2b2-like.S","plasma membrane calcium ATPase 3 [Xenopus laevis], plasma membrane calcium ATPase 1b [Xenopus laevis], NA","Q01814, P20020, Q16720, P23634","ATP2B2, ATP2B1, ATP2B3, ATP2B4","PMCA2, PMCA1, ATP2B2 MXRA1","ATPase, Ca transporting, plasma membrane"
ENOG411CXUG,ENOG411CXUG,5,5,11,5363529.7421875,16894255.6875,11128892.71484375,3.149839098423593,1.6552781340617004,2,9,2.2640051965379824,1.1788772695704017,1.616889898149603,0.05295102467909898,0.5654611347730764,"Xelaev18029143m.g, Xelaev18000507m.g",Xenbase_9.1,"fh.S, loc100491219-like.1",NA,P07954,FH,NA,Fumarate hydratase
