accession,ctrl_PSMs_b1,ctrl_PSMs_b2,exp_PSMs_b1,exp_PSMs_b2,PSM_zscore_b1,PSM_zscore_b2,PSM_log2fc_b1,PSM_log2fc_b2,mean_ctrl_PSMs,mean_exp_PSMs,joint_zscore,pval,fdr_bh,description,xl_id,xl_id_source,xenla_xen_base_gene_names,xenla_gen_bank_description,human_uni_prot_id,human_gene_names_primary,human_gene_names_synonyms,egg_nog_annotation,conf_90,conf_95,conf_99
ENOG411D0D0,4,0,11,2,1.5653059206452433,1.2833685996849322,1.0408456101280537,1.0268741761253515,2,6.5,2.0143170707188025,0.021988127417474287,0.74926271894957,ENOG411D0D0,"147904953, 148224814, 148226939, 148227550, 148233992, 15077070, Xelaev18047812m.g","GenBank, Xenbase_9.1",arhgdig.S,"Rho GDP dissociation inhibitor (GDI) gamma [Xenopus laevis], Rho GDP dissociation inhibitor (GDI) beta [Xenopus laevis], Rho-GDI like protein [Xenopus laevis], Rho GDP dissociation inhibitor (GDI) alpha [Xenopus laevis], uncharacterized protein LOC496152 [Xenopus laevis], NA","P52565, P52566, Q99819","ARHGDIA, ARHGDIB, ARHGDIG","GDIA1, GDIA2 GDID4 RAP1GN1, NA",Rho GDP dissociation inhibitor (GDI),FALSE,FALSE,FALSE
ENOG411DCH8,10,25,22,49,1.7439142997144215,1.0937894214414494,0.8419415417139755,0.3853281470378279,17.5,35.5,2.006559544227616,0.022398291307369547,0.74926271894957,ENOG411DCH8,"117558226, 27695136, 46250287, 58618876, 83318412, Xelaev18029541m.g, Xelaev18027425m.g","GenBank, Xenbase_9.1","eif4g3-like.S, eif4g3-like.L","LOC733162 protein [Xenopus laevis], LOC398533 protein [Xenopus laevis], LOC733435 protein [Xenopus laevis], NA",Q04637,EIF4G1,EIF4F EIF4G EIF4GI,"eukaryotic translation initiation factor 4, gamma 1",FALSE,FALSE,FALSE
ENOG411CZMR,0,0,4,1,1.924209964464292,0.9074626683455742,2.099739299181622,0.44191167540419546,0,2.5,2.0022949207602205,0.02262651098423951,0.74926271894957,ENOG411CZMR,148225184,GenBank,NA,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B) [Xenopus laevis]",Q99766,DMAC2L,ATP5S ATPW,"ATP synthase, H transporting, mitochondrial Fo complex, subunit s (factor B)",FALSE,FALSE,FALSE
ENOG411CRFD,92,12,135,26,1.7211429494319601,1.0975076855079733,0.32611523443656815,0.4963594594265718,52,80.5,1.9930869777617946,0.023125961850771787,0.74926271894957,ENOG411CRFD,"111598535, 147899436, 147907116, 148230593, 1708482, 1708484, Xelaev18045061m.g","GenBank, Xenbase_9.1",kpna7.L,"LOC398027 protein [Xenopus laevis], karyopherin alpha 2 (RAG cohort 1, importin alpha 1) [Xenopus laevis], importin subunit alpha-1 [Xenopus laevis], karyopherin alpha-2 subunit like [Xenopus laevis], RecName: Full=Importin subunit alpha-1; AltName: Full=Karyopherin subunit alpha-1, RecName: Full=Importin subunit alpha-2; AltName: Full=Karyopherin subunit alpha-2, NA","P52292, A9QM74","KPNA2, KPNA7","RCH1 SRP1, NA","Karyopherin alpha 2 (RAG cohort 1, importin alpha 1)",FALSE,FALSE,FALSE
ENOG411CTA6,17,2,30,8,1.407702627572929,1.4087682197610598,0.5620825132388227,1.026874176125352,9.5,19,1.9915456351640846,0.02321046668652021,0.74926271894957,ENOG411CTA6,"114108077, 120538281, 148227050, Xelaev18007620m.g, Xelaev18007618m.g, Xelaev18007621m.g","GenBank, Xenbase_9.1","Xelaev18007620m.g, Xelaev18007618m.g, gstt1-like.2.L","MGC154434 protein [Xenopus laevis], LOC100036918 protein [Xenopus laevis], glutathione S-transferase theta 1 [Xenopus laevis], NA",NA,NA,NA,Glutathione S-transferase,FALSE,FALSE,FALSE
ENOG411CSRZ,9,1,19,5,1.5323745684263739,1.2797946331381984,0.7778112042942601,1.0268741761253515,5,12,1.9885039122702677,0.02337799337674669,0.74926271894957,ENOG411CSRZ,"148228515, 50417534, Xelaev18044712m.g, Xelaev18047183m.g","GenBank, Xenbase_9.1","ola1.L, ola1.S","obg-like ATPase 1 [Xenopus laevis], Ola1 protein [Xenopus laevis], NA",Q9NTK5,OLA1,GTPBP9,Obg-like ATPase 1,FALSE,FALSE,FALSE
ENOG411D3RP,4,0,6,7,0.3957700064032903,2.401174113778837,0.263238031464502,2.4419116754041954,2,6.5,1.977738153980624,0.023979126829627193,0.74926271894957,ENOG411D3RP,163916502,GenBank,NA,LOC100137631 protein [Xenopus laevis],Q9NPJ3,ACOT13,THEM2,Acyl-CoA thioesterase 13,FALSE,FALSE,FALSE
ENOG411CYED,19,6,35,15,1.6604564961391979,1.1341432801224367,0.62580811084921,0.6345567533465912,12.5,25,1.97608045249701,0.02407283298473227,0.74926271894957,ENOG411CYED,"147903369, Xelaev18007868m.g, Xelaev18010675m.g","GenBank, Xenbase_9.1","rpl6.L, rpl6.S","ribosomal protein L6 [Xenopus laevis], NA",Q02878,RPL6,TXREB1,ribosomal protein L6,FALSE,FALSE,FALSE
ENOG411CUG1,2,2,10,5,2.124886532626043,0.6546365370617213,1.6522803222104012,0.44191167540419546,2,7.5,1.9654196110406665,0.024682845766072072,0.74926271894957,ENOG411CUG1,"112419036, 57033170, 76780301, Xelaev18030315m.g","GenBank, Xenbase_9.1",eif2b4.S,"LOC496301 protein [Xenopus laevis], NA",Q9UI10,EIF2B4,EIF2BD,"Eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa",FALSE,FALSE,FALSE
ENOG411CVEQ,12,1,23,5,1.4480099771860653,1.2797946331381984,0.6623339868743238,1.0268741761253515,6.5,14,1.9288491377122148,0.026874796812160512,0.74926271894957,ENOG411CVEQ,"148226988, 148228813, Xelaev18028804m.g, Xelaev18026077m.g","GenBank, Xenbase_9.1","napb.S, napb.L","N-ethylmaleimide-sensitive factor attachment protein, alpha [Xenopus laevis], N-ethylmaleimide-sensitive factor attachment protein, beta [Xenopus laevis], NA","Q9H115, P54920","NAPB, NAPA","SNAPB, SNAPA",N-ethylmaleimide-sensitive factor attachment protein,FALSE,FALSE,FALSE
ENOG411CVPK,0,3,2,10,1.3606060871331798,1.34997902745191,1.362773705015416,0.9013432940414928,1.5,6,1.9166731155064318,0.02763973639628311,0.74926271894957,ENOG411CVPK,"111185520, 147900482, Xelaev18030524m.g, Xelaev18032733m.g, Xelaev18013362m.g, Xelaev18015860m.g","GenBank, Xenbase_9.1","smarcc1.L, smarcc1.S, smarcc2.L, smarcc2.S","Smarcc1 protein [Xenopus laevis], SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2 [Xenopus laevis], NA","Q92922, Q8TAQ2","SMARCC1, SMARCC2","BAF155, BAF170","SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member",FALSE,FALSE,FALSE
ENOG411CYVX,11,2,22,7,1.5205075697894468,1.1824157936410697,0.7164106596301167,0.8569491746830392,6.5,14.5,1.9112554393092691,0.027985881254515996,0.74926271894957,ENOG411CYVX,"148225618, 148233489, Xelaev18007794m.g, Xelaev18010617m.g","GenBank, Xenbase_9.1","hip1r.L, hip1r.S","huntingtin interacting protein 1 related [Xenopus laevis], uncharacterized protein LOC432028 [Xenopus laevis], NA",O75146,HIP1R,HIP12 KIAA0655,Huntingtin interacting protein 1 related,FALSE,FALSE,FALSE
ENOG411CSV8,6,5,21,8,2.583506235781001,0.06823544301371885,1.4298879008739531,0.026874176125351833,5.5,14.5,1.8750645230307457,0.030391923734737807,0.74926271894957,ENOG411CSV8,"148225532, 148232361, Xelaev18012626m.g, Xelaev18004060m.g, Xelaev18033719m.g","GenBank, Xenbase_9.1","lypla2.L, lypla2.S, lypla1.S","lysophospholipase II [Xenopus laevis], lysophospholipase I [Xenopus laevis], NA","O75608, O95372","LYPLA1, LYPLA2","APT1 LPL1, APT2",lysophospholipase,FALSE,FALSE,FALSE
ENOG411CWUV,22,8,44,15,2.150735410138948,0.49853770808494696,0.7461023445669219,0.27198667396188303,15,29.5,1.873318987111346,0.030512174746528613,0.74926271894957,ENOG411CWUV,"147905658, Xelaev18024157m.g, Xelaev18033797m.g","GenBank, Xenbase_9.1","Xelaev18024157m.g, Xelaev18033797m.g","ribosomal protein L7 [Xenopus laevis], NA",P18124,RPL7,NA,Ribosomal protein L7,FALSE,FALSE,FALSE
ENOG411D1XA,7,0,12,4,0.8336012707954428,1.8150211692722902,0.47825092243535233,1.763839770291558,3.5,8,1.8728588881747539,0.030543936789216044,0.74926271894957,ENOG411D1XA,"147907096, 148230118, Xelaev18047701m.g","GenBank, Xenbase_9.1",nme4.S,"nucleoside diphosphate kinase 4 [Xenopus laevis], NA",O00746,NME4,NM23D,NME NM23 nucleoside diphosphate kinase 4,FALSE,FALSE,FALSE
ENOG411CS55,4,0,10,2,1.363087804392468,1.2833685996849322,0.915314728044195,1.0268741761253515,2,6,1.8713272694376955,0.03064986651574017,0.74926271894957,ENOG411CS55,121021,GenBank,NA,RecName: Full=Guanine nucleotide-binding protein G(i) subunit alpha-1; AltName: Full=Adenylate cyclase-inhibiting G alpha protein,"P63096, P08754","GNAI1, GNAI3",NA,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide",FALSE,FALSE,FALSE
ENOG411CX1E,0,0,2,2,1.3606060871331798,1.2833685996849322,1.362773705015416,1.0268741761253515,0,2,1.869572430334665,0.03077160837793417,0.74926271894957,ENOG411CX1E,"147905965, Xelaev18009148m.g","GenBank, Xenbase_9.1",spcs3.S,"signal peptidase complex subunit 3 homolog [Xenopus laevis], NA",P61009,SPCS3,SPC22,Signal peptidase complex subunit 3 homolog (S. cerevisiae),FALSE,FALSE,FALSE
ENOG411CPWC,0,0,2,2,1.3606060871331798,1.2833685996849322,1.362773705015416,1.0268741761253515,0,2,1.869572430334665,0.03077160837793417,0.74926271894957,ENOG411CPWC,"114107806, 118217, Xelaev18042170m.g, Xelaev18013546m.g, Xelaev18013545m.g","GenBank, Xenbase_9.1","gtsf1.S, gtsf1.L, loc100145274.L","MGC154308 protein [Xenopus laevis], RecName: Full=Protein D7, NA",Q8WW33,GTSF1,FAM112B,Gametocyte specific factor 1,FALSE,FALSE,FALSE
ENOG411CQQX,16,0,26,3,1.0695854655967671,1.5718267750523425,0.44523586520738917,1.4419116754041954,8,14.5,1.867760507272138,0.030897730246152298,0.74926271894957,ENOG411CQQX,"111185523, 120538440, 1314314, 147907306, 51950272, Xelaev18044625m.g","GenBank, Xenbase_9.1",dpp4.L,"MGC64382 protein [Xenopus laevis], Unknown (protein for MGC:160365) [Xenopus laevis], fibroblast activation factor alpha [Xenopus laevis], dipeptidyl-peptidase 4 [Xenopus laevis], LOC397888 protein [Xenopus laevis], NA","Q12884, P27487","FAP, DPP4",ADCP2 CD26,"Fibroblast activation protein, alpha",FALSE,FALSE,FALSE
ENOG411CRZM,14,2,15,17,-0.25860192682604927,2.896459629087199,-0.12907939131425836,2.026874176125352,8,16,1.8652470690740235,0.03107339033597253,0.74926271894957,ENOG411CRZM,"148234841, Xelaev18015664m.g, Xelaev18013138m.g, Xelaev18027990m.g","GenBank, Xenbase_9.1","uggt2.S, uggt2.L, uggt1-like.L","UDP-glucose glycoprotein glucosyltransferase 1 [Xenopus laevis], NA","Q9NYU2, Q9NYU1","UGGT1, UGGT2","GT UGCGL1 UGGT UGT1 UGTR, UGCGL2 UGT2",UDP-glucose glycoprotein glucosyltransferase,FALSE,FALSE,FALSE
ENOG411CVSF,21,6,30,20,0.7181437645847877,1.9095957857295787,0.27257589604383775,1.0268741761253515,13.5,25,1.8580924552193774,0.03157794303702305,0.74926271894957,ENOG411CVSF,"418252, Xelaev18000573m.g","GenBank, Xenbase_9.1",vcl.S,"RecName: Full=Vinculin; AltName: Full=Metavinculin, NA",P18206,VCL,NA,Vinculin,FALSE,FALSE,FALSE
ENOG411CQ59,6,1,9,9,0.48473138338365757,2.139435894587294,0.2923843771240183,1.763839770291558,3.5,9,1.8555664772211038,0.03175768780285433,0.74926271894957,ENOG411CQ59,"148233245, 148236277, 62896385, Xelaev18047703m.g","GenBank, Xenbase_9.1",xpo6.S,"exportin-6-A [Xenopus laevis], exportin-6-B [Xenopus laevis], Exportin 6 [Xenopus laevis], NA",Q96QU8,XPO6,KIAA0370 RANBP20,Exportin 6,FALSE,FALSE,FALSE
ENOG411CYJA,96,16,128,38,0.979570939550176,1.639919939531803,0.1891256175303863,0.6398510530161043,56,83,1.8522597638551779,0.03199426526317826,0.74926271894957,ENOG411CYJA,"11874759, 13021620, 205277333, 28958137, Xelaev18038100m.g, Xelaev18005901m.g, Xelaev18040992m.g","GenBank, Xenbase_9.1","uba1.L, uba6.L, uba1.S","ubiquitin activating enzyme [Xenopus laevis], ubiquitin-activating enzyme E1 [Xenopus laevis], ubiquitin-like modifier activating enzyme 1 [Xenopus laevis], Uba1a protein [Xenopus laevis], NA","P22314, A0AVT1, P41226","UBA1, UBA6, UBA7","A1S9T UBE1, MOP4 UBE1L2, UBE1L UBE2",Ubiquitin-like modifier activating enzyme,FALSE,FALSE,FALSE
ENOG411CPIC,12,5,22,14,1.3041129380952676,1.3059614680105889,0.6009334422101806,0.7638397702915578,8.5,18,1.8456013119589016,0.0324750579420049,0.74926271894957,ENOG411CPIC,Xelaev18047960m.g,Xenbase_9.1,pfas.S,NA,O15067,PFAS,KIAA0361,phosphoribosylformylglycinamidine synthase,FALSE,FALSE,FALSE
ENOG411CYS8,13,5,21,16,0.945208433043567,1.6384495488105537,0.42988790087395323,0.9444120159333785,9,18.5,1.8269220792357985,0.033855743004203596,0.74926271894957,ENOG411CYS8,Xelaev18038290m.g,Xenbase_9.1,sardh.L,NA,Q9UL12,SARDH,DMGDHL1,sarcosine dehydrogenase,FALSE,FALSE,FALSE
ENOG411CR6Z,6,0,15,1,1.6695027787309893,0.9074626683455742,0.9704562822366559,0.44191167540419546,3,8,1.8221897425112612,0.03421310021989658,0.74926271894957,ENOG411CR6Z,"147901017, 148222930, Xelaev18014040m.g, Xelaev18038784m.g, Xelaev18029417m.g, Xelaev18027317m.g, Xelaev18042100m.g","GenBank, Xenbase_9.1","picalm.L, picalm.1.L, snap91.S, snap91.L, picalm.1.S","synaptosomal-associated protein, 91kDa homolog [Xenopus laevis], phosphatidylinositol binding clathrin assembly protein, gene 2 [Xenopus laevis], NA","Q13492, O60641","PICALM, SNAP91","CALM, KIAA0656","Synaptosomal-associated protein, 91kDa homolog (Mouse)",FALSE,FALSE,FALSE
ENOG411CW2T,8,0,11,6,0.3535322645636355,2.223016125838122,0.19284870357310382,2.2492665974617996,4,8.5,1.8218948389083667,0.0342354717898385,0.74926271894957,ENOG411CW2T,"Xelaev18011958m.g, Xelaev18014642m.g, Xelaev18012344m.g",Xenbase_9.1,"loc100494487.L, loc100494487.S, mov10.L",NA,Q9HCE1,MOV10,KIAA1631,"Mov10, Moloney leukemia virus 10, homolog (mouse)",FALSE,FALSE,FALSE
ENOG411CUT0,0,0,3,1,1.6664050192363276,0.9074626683455742,1.7778112042942602,0.44191167540419546,0,2,1.8199992957661006,0.0343795560685989,0.74926271894957,ENOG411CUT0,"148230489, 47939837, 68534427, Xelaev18039279m.g, Xelaev18042506m.g","GenBank, Xenbase_9.1","spint2.L, spint2.S","serine peptidase inhibitor, Kunitz type, 2 precursor [Xenopus laevis], MGC81165 protein [Xenopus laevis], NA","O43291, K7EQZ3","SPINT2, NA","HAI2 KOP, NA","Serine peptidase inhibitor, Kunitz type, 2",FALSE,FALSE,FALSE
ENOG411CTZP,0,0,0,8,0,2.567008290627221,0,2.611836676846508,0,4,1.8151489696645955,0.034750509702940094,0.74926271894957,ENOG411CTZP,"11761138, 2749954, Xelaev18031990m.g","GenBank, Xenbase_9.1",prkdc.L,"DNA-dependent protein kinase catalytic subunit [Xenopus laevis], DNA-dependent protein kinase [Xenopus laevis], NA",P78527,PRKDC,HYRC HYRC1,"protein kinase, DNA-activated, catalytic polypeptide",FALSE,FALSE,FALSE
ENOG411CTS3,0,0,7,0,2.545534934935114,0,2.77781120429426,0,0,3.5,1.7999650142398762,0.03593308133119885,0.74926271894957,ENOG411CTS3,"148231139, Xelaev18006749m.g, Xelaev18031629m.g","GenBank, Xenbase_9.1","Xelaev18006749m.g, eef1e1.L","eukaryotic translation elongation factor 1 epsilon 1 [Xenopus laevis], NA",O43324,EEF1E1,AIMP3 P18,eukaryotic translation elongation factor 1 epsilon 1,FALSE,FALSE,FALSE
ENOG411CZ7S,0,2,2,7,1.3606060871331798,1.1824157936410697,1.362773705015416,0.8569491746830392,1,4.5,1.7981880166012396,0.0360736089586653,0.74926271894957,ENOG411CZ7S,"183985548, Xelaev18039997m.g","GenBank, Xenbase_9.1",aqr.L,"LOC100158447 protein [Xenopus laevis], NA",O60306,AQR,KIAA0560,Aquarius homolog (Mouse),FALSE,FALSE,FALSE
ENOG411CUFH,0,0,1,3,0.9620881951337295,1.5718267750523425,0.7778112042942601,1.4419116754041954,0,2,1.7917484583686798,0.0365866341954091,0.74926271894957,ENOG411CUFH,"169642006, Xelaev18032029m.g","GenBank, Xenbase_9.1",loc100489788-like.L,"LOC100158305 protein [Xenopus laevis], NA",NA,NA,NA,KISc,FALSE,FALSE,FALSE
ENOG411CZ3K,6,0,10,4,0.7098849088291432,1.8150211692722902,0.42988790087395323,1.763839770291558,3,7,1.785378209684654,0.03709999533465399,0.74926271894957,ENOG411CZ3K,"147899920, 148230585, Xelaev18008420m.g","GenBank, Xenbase_9.1",txnl1.L,"uncharacterized protein LOC734269 [Xenopus laevis], thioredoxin-like 1 [Xenopus laevis], NA",O43396,TXNL1,TRP32 TXL TXNL,Thioredoxin-like 1,FALSE,FALSE,FALSE
ENOG411D5GV,1,0,4,2,1.215594085614147,1.2833685996849322,1.0997392991816224,1.0268741761253515,0.5,3,1.7670334607071232,0.03861131235872571,0.74926271894957,ENOG411D5GV,Xelaev18003917m.g,Xenbase_9.1,usmg5.L,NA,NA,NA,NA,up-regulated during skeletal muscle growth 5 homolog (mouse),FALSE,FALSE,FALSE
ENOG411CWIC,1,1,4,5,1.215594085614147,1.2797946331381984,1.0997392991816224,1.0268741761253515,1,4.5,1.7645062847261936,0.038823389091009915,0.74926271894957,ENOG411CWIC,"Xelaev18015397m.g, Xelaev18012807m.g",Xenbase_9.1,"ankfy1.S, ankfy1.L",NA,Q9P2R3,ANKFY1,ANKHZN KIAA1255,ankyrin repeat and FYVE domain containing 1,FALSE,FALSE,FALSE
ENOG411CW4Q,10,5,22,11,1.7439142997144215,0.7422865905186992,0.8419415417139755,0.44191167540419546,7.5,16.5,1.758009508875871,0.039372945697915475,0.74926271894957,ENOG411CW4Q,"147900676, Xelaev18024681m.g","GenBank, Xenbase_9.1",edc4.S,"enhancer of mRNA-decapping protein 4 [Xenopus laevis], NA",Q6P2E9,EDC4,HEDLS,Enhancer of mRNA decapping 4,FALSE,FALSE,FALSE
ENOG411CP8E,0,2,0,14,0,2.475400217958236,0,1.7638397702915578,1,7,1.7503722802689263,0.040027047981555014,0.74926271894957,ENOG411CP8E,"Xelaev18033921m.g, Xelaev18032259m.g",Xenbase_9.1,"ubr5.S, ubr5.L",NA,O95071,UBR5,EDD EDD1 HYD KIAA0896,Ubiquitin protein ligase E3 component n-recognin 5,FALSE,FALSE,FALSE
ENOG411CYKD,1,0,3,3,0.8780151083740113,1.5718267750523425,0.7778112042942601,1.4419116754041954,0.5,3,1.7322998086055978,0.04161009802106539,0.74926271894957,ENOG411CYKD,"148227634, 148237920, Xelaev18026156m.g","GenBank, Xenbase_9.1",ppm1b.L,"protein phosphatase, Mg2+/Mn2+ dependent, 1B [Xenopus laevis], ppm1b protein [Xenopus laevis], NA",O75688,PPM1B,PP2CB,"Protein phosphatase, Mg2 Mn2 dependent, 1B",FALSE,FALSE,FALSE
ENOG411CPRA,9,0,15,3,0.8694683643398249,1.5718267750523425,0.4558831094068978,1.4419116754041954,4.5,9,1.7262563479419593,0.04215065240195376,0.74926271894957,ENOG411CPRA,"115594, 147900955, 148233786, Xelaev18021071m.g, Xelaev18012347m.g","GenBank, Xenbase_9.1","capza2.S, capza1.L","RecName: Full=F-actin-capping protein subunit alpha-1; AltName: Full=Actin-binding protein chain A; Short=ABP-A, F-actin-capping protein subunit alpha-1 [Xenopus laevis], capping protein (actin filament) muscle Z-line, alpha 2 [Xenopus laevis], NA","P52907, P47755","CAPZA1, CAPZA2",NA,"capping protein (actin filament) muscle Z-line, alpha",FALSE,FALSE,FALSE
ENOG411CVR3,47,25,69,50,1.232135824856391,1.1914136908598219,0.32213172051807043,0.41389729923459906,36,59.5,1.7137082971043072,0.043291156163996126,0.74926271894957,ENOG411CVR3,"125858001, 147900724, 49118234, 67677951, Xelaev18034294m.g, Xelaev18036674m.g","GenBank, Xenbase_9.1","eif3a.L, eif3a.S","LOC443632 protein [Xenopus laevis], nucleolin [Xenopus laevis], NA",Q14152,EIF3A,EIF3S10 KIAA0139,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation",FALSE,FALSE,FALSE
ENOG411D520,7,1,20,2,2.1807717689908643,0.2379805831164972,1.1701286270730202,0.026874176125351517,4,11,1.710316190186027,0.04360370975588317,0.74926271894957,ENOG411D520,"147903391, Xelaev18043695m.g","GenBank, Xenbase_9.1",rpl38.L,"ribosomal protein L38 [Xenopus laevis], NA",P63173,RPL38,NA,Ribosomal protein L38,FALSE,FALSE,FALSE
ENOG411D0VI,1,0,5,1,1.5024692400602608,0.9074626683455742,1.362773705015416,0.44191167540419546,0.5,3,1.7040791946316036,0.04418314647237986,0.74926271894957,ENOG411D0VI,"147903361, 148224929, 163915679, 33417086, Xelaev18034317m.g, Xelaev18036687m.g","GenBank, Xenbase_9.1","m6pr.L, m6pr.S","mannose-6-phosphate receptor (cation dependent) [Xenopus laevis], mannose-6-phosphate receptor (cation dependent) precursor [Xenopus laevis], LOC496207 protein [Xenopus laevis], M6pr-prov protein [Xenopus laevis], NA",P20645,M6PR,MPR46 MPRD,"mannose-6-phosphate receptor, cation dependent",FALSE,FALSE,FALSE
ENOG411CSJZ,1,2,6,5,1.7546721603466577,0.6546365370617213,1.5851661263518642,0.44191167540419546,1.5,5.5,1.7036385179091926,0.04422432041238259,0.74926271894957,ENOG411CSJZ,"50418281, Xelaev18016776m.g, Xelaev18015564m.g, Xelaev18013025m.g","GenBank, Xenbase_9.1","cyfip2.L, cyfip1.S, cyfip1.L","CYFIP1 protein [Xenopus laevis], NA",Q7L576,CYFIP1,KIAA0068,cytoplasmic FMR1 interacting protein,FALSE,FALSE,FALSE
ENOG411CX09,6,0,12,2,1.1228712705320183,1.2833685996849322,0.6708960003777482,1.0268741761253515,3,7,1.7014685293918435,0.04442752123090359,0.74926271894957,ENOG411CX09,"148222254, 148236003, Xelaev18046985m.g","GenBank, Xenbase_9.1",aamp.S,"MGC80037 protein [Xenopus laevis], angio-associated, migratory cell protein [Xenopus laevis], NA",Q13685,AAMP,NA,"Angio-associated, migratory cell protein",FALSE,FALSE,FALSE
ENOG411CR6T,17,1,30,4,1.407702627572929,0.9960618867549078,0.5620825132388227,0.7638397702915579,9,17,1.6997181884568013,0.044591973223628935,0.74926271894957,ENOG411CR6T,148225687,GenBank,NA,glutaryl-CoA dehydrogenase [Xenopus laevis],Q92947,GCDH,NA,Glutaryl-CoA dehydrogenase,FALSE,FALSE,FALSE
ENOG411CP66,11,2,16,10,0.5698339018303158,1.810094110799899,0.2803115448234433,1.3163807933203366,6.5,13,1.682863236466648,0.04620078495584295,0.74926271894957,ENOG411CP66,"1161304, Xelaev18035875m.g","GenBank, Xenbase_9.1",lig1.L,"ligase I [Xenopus laevis], NA",P18858,LIG1,NA,"Ligase I, DNA, ATP-dependent",FALSE,FALSE,FALSE
ENOG411CUS7,0,5,0,21,0,2.3628643361027226,0,1.3163807933203366,2.5,10.5,1.6707973950820847,0.04738085162618905,0.74926271894957,ENOG411CUS7,"Xelaev18014744m.g, Xelaev18012398m.g",Xenbase_9.1,"usp9x.S, usp9x.L",NA,"Q93008, O00507","USP9X, USP9Y","DFFRX FAM USP9, DFFRY","ubiquitin specific peptidase 9, X-linked",FALSE,FALSE,FALSE
ENOG411D3UG,17,5,26,15,0.8846754973737855,1.4758989100470108,0.3627737050154163,0.8569491746830392,11,20.5,1.669178170982661,0.04754103743187503,0.74926271894957,ENOG411D3UG,"147901530, 52139120, Xelaev18006332m.g","GenBank, Xenbase_9.1",loc100495756-like.L,"hypothetical protein LOC494706 [Xenopus laevis], LOC494706 protein [Xenopus laevis], NA",NA,NA,NA,NA,FALSE,FALSE,FALSE
