"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Abundance F19 Control"	"Abundance F20 Control"	"Abundance F21 Sample"	"Abundance F22 Sample"	"Abundance F23 Control"	"Abundance F24 Control"	"Abundance F25 Sample"	"Abundance F26 Sample"	"Found in Sample in S19 F19 Control"	"Found in Sample in S20 F20 Control"	"Found in Sample in S21 F21 Sample"	"Found in Sample in S22 F22 Sample"	"Found in Sample in S23 F23 Control"	"Found in Sample in S24 F24 Control"	"Found in Sample in S25 F25 Sample"	"Found in Sample in S26 F26 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"ENOG411CSSN"	"ENOG411CSSN"	"0.000"	"False"	"251.059"	"44"	"36"	"253"	"35"	"2011"	"218.0"	"6.14"	"705.64"	"36"	"425219472.8125"	"434345485.28125"	"532342148.75"	"546157893.1875"	"104868690.345703"	"107278143.925781"	"136661037.231445"	"135888768.087891"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D110"	"ENOG411D110"	"0.000"	"False"	"249.472"	"44"	"37"	"243"	"37"	"1988"	"220.5"	"5.71"	"628.25"	"37"	"418774975.0625"	"420587357.03125"	"488471189.125"	"526407805.5"	"79202611.9414063"	"84194777.4257813"	"179375808.007813"	"176694233.132813"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY6E"	"ENOG411CY6E"	"0.000"	"False"	"248.442"	"57"	"35"	"236"	"35"	"1216"	"138.4"	"6.34"	"587.06"	"35"	"297659733.6875"	"282543249.15625"	"397409880.625"	"432594000"	"78897741.3691406"	"79884959.8085938"	"123742097.411133"	"121127205.328125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRNS"	"ENOG411CRNS"	"0.000"	"False"	"245.553"	"24"	"44"	"310"	"44"	"4094"	"449.9"	"5.35"	"720.53"	"44"	"889496970.9375"	"893839518.0625"	"1220246462.375"	"1238934088.6875"	"195799518.6875"	"197603324.507813"	"285072971.703125"	"291424728.692383"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSCH"	"ENOG411CSCH"	"0.000"	"False"	"245.011"	"44"	"42"	"235"	"42"	"5093"	"558.8"	"7.34"	"605.29"	"42"	"297622617.9375"	"312280164.75"	"388719002.9375"	"386338731.375"	"85228420.7890625"	"85059524.0625"	"112792239.992188"	"110890986.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS0R"	"ENOG411CS0R"	"0.000"	"False"	"243.573"	"39"	"33"	"231"	"33"	"4809"	"534.3"	"5.16"	"602.53"	"33"	"413271410.59375"	"423957119"	"551591493.4375"	"567261012.1875"	"118615633.597656"	"119180147.529297"	"159203567"	"157155849.414063"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUAG"	"ENOG411CUAG"	"0.000"	"False"	"242.144"	"36"	"54"	"236"	"54"	"4595"	"509.7"	"6.87"	"580.13"	"54"	"331487557.3125"	"325202292.25"	"416911484"	"453719496.125"	"64705147.90625"	"70096244.140625"	"94799059.5703125"	"124955796.726563"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DFPC"	"ENOG411DFPC"	"0.000"	"False"	"240.583"	"23"	"34"	"244"	"34"	"5984"	"647.3"	"4.88"	"671.38"	"34"	"508110361.609375"	"585989866.40625"	"624075263.0625"	"669288328.78125"	"111542355.745117"	"115051846.546875"	"149642069.084961"	"149214239.297852"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY7P"	"ENOG411CY7P"	"0.000"	"False"	"240.434"	"42"	"44"	"201"	"44"	"3678"	"416.3"	"7.59"	"514.14"	"44"	"204363948.25"	"199204385.875"	"311812393"	"294890882.375"	"60233290.0644531"	"60305381.25"	"94723564.6210938"	"103344158.449219"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPZP"	"ENOG411CPZP"	"0.000"	"False"	"236.192"	"21"	"27"	"206"	"27"	"4773"	"523.6"	"8.06"	"582.67"	"27"	"474136834.8125"	"461293533.25"	"495116812.125"	"492609233.21875"	"107619386.773438"	"109388063.683594"	"125387090.945313"	"126547001.806641"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWP5"	"ENOG411CWP5"	"0.000"	"False"	"235.080"	"39"	"22"	"245"	"22"	"1471"	"169.0"	"9.69"	"688.04"	"22"	"1164641219.75"	"1151673404.25"	"1774383348.875"	"1832438583.6875"	"225370409.054688"	"241314071.78125"	"398648110.328125"	"393661617.351563"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRFD"	"ENOG411CRFD"	"0.000"	"False"	"234.291"	"37"	"29"	"227"	"29"	"3683"	"406.1"	"5.62"	"634.72"	"29"	"4171282393.71875"	"4390700275.6875"	"4701325754.3125"	"4789683935.75"	"516392166.976563"	"670115542.226563"	"697204111.941406"	"769704695.921875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPUR"	"ENOG411CPUR"	"0.000"	"False"	"233.107"	"52"	"30"	"283"	"30"	"1065"	"115.8"	"6.95"	"764.14"	"30"	"2417448239.75"	"2366936136.20313"	"2406342818.375"	"2562735395.375"	"425795473.867188"	"429763107.382813"	"481239394.664063"	"483806491.84375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTF4"	"ENOG411CTF4"	"0.000"	"False"	"228.373"	"49"	"34"	"171"	"30"	"3207"	"354.5"	"6.54"	"464.89"	"34"	"285911627.515625"	"275656665.273438"	"992936148.203125"	"1065079483.32031"	"64045713.3710938"	"61477401.9189453"	"275045920.380859"	"279195878.862305"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRGD"	"ENOG411CRGD"	"0.000"	"False"	"223.955"	"39"	"24"	"254"	"24"	"2434"	"264.0"	"8.32"	"745.56"	"24"	"750494432.9375"	"751106183.125"	"985725268.34375"	"1073228671.75"	"182447163.808594"	"182930023.703125"	"271218648.539063"	"266841243.796875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWMH"	"ENOG411CWMH"	"0.000"	"False"	"221.938"	"37"	"44"	"227"	"44"	"3783"	"433.1"	"7.12"	"554.27"	"44"	"334383165.375"	"313357509.75"	"416229636.625"	"418880152.25"	"81131620.984375"	"80237402.4296875"	"113036471.3125"	"113845861.582031"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CWJS"	"ENOG411CWJS"	"0.000"	"False"	"220.602"	"69"	"29"	"223"	"29"	"1181"	"131.7"	"7.59"	"593.08"	"29"	"712654565.25"	"677136264"	"1022522397.6875"	"1123253190"	"152429014.507813"	"153813138.755859"	"244098436.664063"	"240695928.859375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss [N-Term; N-Term; N-Term]; Met-loss+Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CSC1"	"ENOG411CSC1"	"0.000"	"False"	"217.445"	"68"	"25"	"208"	"25"	"499"	"54.0"	"7.78"	"640.76"	"25"	"452110283.8125"	"462377732.25"	"891908771"	"957104199.8125"	"131903564.017578"	"130592925.654297"	"285552113.941406"	"282636320.722656"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV9A"	"ENOG411CV9A"	"0.000"	"False"	"214.723"	"18"	"29"	"225"	"29"	"3967"	"439.3"	"6.06"	"587.01"	"29"	"1116555989.625"	"1110971453.25"	"937578514.125"	"988624281.3125"	"223094749.427734"	"229826890.386719"	"203443194.851563"	"207617417.976563"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYCR"	"ENOG411CYCR"	"0.000"	"False"	"211.110"	"42"	"31"	"197"	"31"	"1451"	"158.8"	"6.86"	"556.49"	"31"	"294150851.5"	"273277354.75"	"274320179.78125"	"281099542.03125"	"72629360.890625"	"73099202.2324219"	"78227878.359375"	"77972055.546875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV35"	"ENOG411CV35"	"0.000"	"False"	"210.260"	"43"	"39"	"210"	"39"	"4525"	"481.5"	"8.91"	"532.63"	"39"	"416700165"	"424296913.25"	"430524141.8125"	"582473989.5"	"107532614.738281"	"112448538.214844"	"126587517.320313"	"131364821.800781"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUNG"	"ENOG411CUNG"	"0.000"	"False"	"210.019"	"54"	"34"	"213"	"34"	"2312"	"268.5"	"8.81"	"507.48"	"34"	"228503098.25"	"271337717.671875"	"258371458.4375"	"277451230.9375"	"58973781.125"	"58605445.2915039"	"68900818.171875"	"69365841.5898438"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTH9"	"ENOG411CTH9"	"0.000"	"False"	"209.849"	"30"	"33"	"193"	"33"	"4103"	"471.7"	"4.86"	"501.72"	"33"	"240478072.5625"	"239557897.53125"	"327201630.9375"	"347363481.8125"	"57049756.9492188"	"57484994.390625"	"87560314.25"	"88302808.1835938"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZ4D"	"ENOG411CZ4D"	"0.000"	"False"	"209.626"	"63"	"34"	"202"	"34"	"1063"	"120.7"	"6.15"	"545.08"	"34"	"529635995.875"	"519978410.5625"	"652154502"	"683564745.1875"	"113150279.691406"	"111789703.789063"	"145392315.765625"	"140154384.318359"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXU8"	"ENOG411CXU8"	"0.000"	"False"	"207.729"	"52"	"32"	"214"	"26"	"2220"	"251.6"	"4.89"	"562.23"	"32"	"433509338"	"411257679.960938"	"634452805.90625"	"634919378.9375"	"93680863.3652344"	"95828721.390625"	"157156958.918945"	"154151490.36377"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term; N-Term; N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CTTN"	"ENOG411CTTN"	"0.000"	"False"	"206.768"	"22"	"36"	"232"	"36"	"4202"	"475.8"	"4.86"	"600.45"	"36"	"566037633.25"	"553469189.1875"	"786376852.5"	"857773724"	"127951083.607422"	"125957212.101563"	"184387353.867188"	"185976144.804688"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY65"	"ENOG411CY65"	"0.000"	"False"	"204.487"	"54"	"24"	"262"	"5"	"902"	"100.4"	"5.17"	"754.13"	"24"	"2867093937.5625"	"2869665889.9375"	"3578584319.125"	"3659409798.5"	"596503188.148438"	"588316427.75"	"806231196.03125"	"800506824.46875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ30"	"ENOG411CQ30"	"0.000"	"False"	"204.240"	"50"	"28"	"217"	"28"	"1575"	"177.5"	"8.18"	"571.21"	"28"	"393664243.1875"	"363949568.1875"	"499982781.75"	"566843314.65625"	"61462523.4072266"	"69713535.0410156"	"109274482.007813"	"113224818.789063"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVZD"	"ENOG411CVZD"	"0.000"	"False"	"203.837"	"49"	"29"	"222"	"29"	"1720"	"186.8"	"7.11"	"640.15"	"29"	"536092469.1875"	"514494306.859375"	"658029585.125"	"657427597.1875"	"129196039.556641"	"131010629.910156"	"170902533"	"170202902.265625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRPT"	"ENOG411CRPT"	"0.000"	"False"	"201.044"	"30"	"30"	"206"	"30"	"3314"	"360.8"	"8.18"	"569.31"	"30"	"263330033.625"	"269756883.09375"	"322275445.875"	"319051409.78125"	"60079238.9287109"	"60889978.9023438"	"77257363.203125"	"77198826.5410156"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ9V"	"ENOG411CQ9V"	"0.000"	"False"	"200.516"	"36"	"35"	"198"	"35"	"1532"	"169.2"	"8.54"	"535.37"	"35"	"323975552.25"	"323374973.1875"	"370484967.71875"	"383383023.375"	"71654591.25"	"74375861.125"	"94407463.8554688"	"94924256.734375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRF7"	"ENOG411CRF7"	"0.000"	"False"	"200.512"	"59"	"27"	"205"	"27"	"1502"	"160.6"	"7.23"	"565.32"	"27"	"657526271.375"	"679445283.6875"	"878750274.28125"	"920316506.125"	"130257388.6875"	"129850073"	"194897854.492188"	"190520746.09375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQT4"	"ENOG411CQT4"	"0.000"	"False"	"199.909"	"42"	"33"	"174"	"32"	"2739"	"309.1"	"6.83"	"477.95"	"33"	"170052062.21875"	"175733475.125"	"201219685.875"	"230780285.796875"	"45863314.1484375"	"49241038.0859375"	"61471275.015625"	"61252845.3359375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVDK"	"ENOG411CVDK"	"0.000"	"False"	"199.694"	"39"	"39"	"185"	"39"	"4391"	"494.3"	"7.52"	"475.78"	"39"	"9431382887.1875"	"8383662799.375"	"9197338235.875"	"10182316200.25"	"1453723724.8125"	"1439330105"	"1690445467.01758"	"1621719774.36719"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZJ3"	"ENOG411CZJ3"	"0.000"	"False"	"198.184"	"38"	"35"	"198"	"35"	"2547"	"284.3"	"5.21"	"525.86"	"35"	"318109785.546875"	"326790405.25"	"429724553"	"438554237.78125"	"91882491.0039063"	"93023986.1601563"	"127732763.085938"	"123672766.820313"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVFB"	"ENOG411CVFB"	"0.000"	"False"	"197.487"	"36"	"38"	"190"	"38"	"1438"	"155.5"	"7.66"	"513.34"	"38"	"589573864.625"	"652217956.578125"	"753616401.875"	"853153694.9375"	"107595819.632813"	"110696993.382813"	"145880641.890625"	"150474511.328125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU81"	"ENOG411CU81"	"0.000"	"False"	"197.471"	"47"	"32"	"198"	"32"	"1791"	"202.3"	"6.71"	"550.72"	"32"	"263977765.75"	"259397677.25"	"339770755.0625"	"347418646.875"	"72208727.9257813"	"72973098.765625"	"92586381.8671875"	"89941754.390625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYUD"	"ENOG411CYUD"	"0.000"	"False"	"194.529"	"39"	"33"	"175"	"33"	"1916"	"214.7"	"6.14"	"470.10"	"33"	"185911021.375"	"173774937.5"	"240654537.375"	"240433649.125"	"49942741.2421875"	"49163533.625"	"71784669.546875"	"72034149.6953125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CS0I"	"ENOG411CS0I"	"0.000"	"False"	"194.096"	"56"	"23"	"163"	"23"	"1023"	"112.4"	"6.87"	"449.00"	"23"	"372048124.4375"	"384157604.1875"	"479449794.625"	"497837152.1875"	"76142171.0341797"	"76825602.40625"	"104547314.5"	"104129733.046875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS7N"	"ENOG411CS7N"	"0.000"	"False"	"194.093"	"43"	"27"	"212"	"27"	"1641"	"181.0"	"9.09"	"546.52"	"27"	"402148139"	"397986586.125"	"504186261.625"	"524289385"	"93092108.109375"	"102158032.0625"	"138136704.722656"	"135521482.484375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVAT"	"ENOG411CVAT"	"0.000"	"False"	"193.513"	"66"	"32"	"235"	"32"	"847"	"95.0"	"7.59"	"674.72"	"32"	"543353897.5"	"555252361.78125"	"631099507.3125"	"619878282.4375"	"121288657.398438"	"122774985.167969"	"156599235.546875"	"159773740.421875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CS9M"	"ENOG411CS9M"	"0.000"	"False"	"193.431"	"38"	"33"	"184"	"33"	"1456"	"152.6"	"6.52"	"497.68"	"33"	"368513775.75"	"355412272.1875"	"446861394"	"472558430.375"	"74785021.0742188"	"75174889.140625"	"109209708.835938"	"111361321.226563"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CTVQ"	"ENOG411CTVQ"	"0.000"	"False"	"192.211"	"57"	"28"	"198"	"26"	"2013"	"226.4"	"8.46"	"538.78"	"28"	"375898179.59375"	"358387604.28125"	"456262901.5625"	"508638929.375"	"76541963.7109375"	"78076006.796875"	"107021588.257813"	"111579975.703125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX4B"	"ENOG411CX4B"	"0.000"	"False"	"191.029"	"26"	"41"	"194"	"41"	"5668"	"626.7"	"5.33"	"504.43"	"41"	"271851628.90625"	"333733013.5625"	"325850687.875"	"363756300.625"	"63710675.4501953"	"65658767.6269531"	"87451580.875"	"87358950.1953125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPBC"	"ENOG411CPBC"	"0.000"	"False"	"190.198"	"54"	"30"	"190"	"30"	"1287"	"143.5"	"9.17"	"546.92"	"30"	"2849507153.25"	"2765268177.25"	"2819260661.75"	"3014545626.1875"	"121258279.15625"	"123765391.484375"	"169962249.5625"	"170840863.179688"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT7V"	"ENOG411CT7V"	"0.000"	"False"	"189.904"	"9"	"49"	"158"	"49"	"12961"	"1383.5"	"5.82"	"419.49"	"49"	"270883831.6875"	"313354900.75"	"297335923.125"	"311606785.625"	"66149215.3242188"	"71115498.8007813"	"61484519.4414063"	"59397333.296875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR1F"	"ENOG411CR1F"	"0.000"	"False"	"187.998"	"28"	"36"	"183"	"36"	"4378"	"490.2"	"5.62"	"459.76"	"36"	"220441653.75"	"235395414.515625"	"307140530.515625"	"318929969.34375"	"44891823.6933594"	"45629159.9882813"	"64453958.625"	"67057462.4179688"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPTT"	"ENOG411CPTT"	"0.000"	"False"	"187.725"	"43"	"32"	"197"	"32"	"3600"	"409.8"	"7.02"	"502.98"	"32"	"494051113"	"471071531.15625"	"522156976.09375"	"559074497.75"	"118287465.1875"	"121036595.265625"	"139607183.0625"	"141294390.421875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWYE"	"ENOG411CWYE"	"0.000"	"False"	"187.087"	"35"	"30"	"180"	"30"	"2570"	"289.6"	"5.41"	"482.90"	"30"	"299125476.5"	"296829980.875"	"320345635.3125"	"298361590.25"	"72241894.03125"	"70941741.7148438"	"86381140.6835938"	"85991262.5117188"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWCJ"	"ENOG411CWCJ"	"0.000"	"False"	"185.138"	"50"	"23"	"170"	"23"	"869"	"95.8"	"6.65"	"508.44"	"23"	"548983715.46875"	"557138822.28125"	"748244888.84375"	"746163570.875"	"131465030.203125"	"136601180.160156"	"185368618.173828"	"183787147.914063"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUMH"	"ENOG411CUMH"	"0.000"	"False"	"182.964"	"48"	"23"	"202"	"21"	"2676"	"304.5"	"5.97"	"518.66"	"23"	"489563578.25"	"467339506.75"	"539711563.4375"	"593827674.75"	"100839904.035156"	"103794585.101563"	"122271757.921875"	"125040926.84375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CPVP"	"ENOG411CPVP"	"0.000"	"False"	"182.012"	"53"	"30"	"202"	"30"	"1626"	"179.3"	"8.32"	"510.49"	"30"	"685804421.125"	"653644520.78125"	"635755373.3125"	"644226026.5"	"144204541.921875"	"145952095.429688"	"157231802.953125"	"161279122.265625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZDC"	"ENOG411CZDC"	"0.000"	"False"	"181.799"	"41"	"32"	"183"	"32"	"3552"	"401.8"	"5.45"	"501.04"	"32"	"243200445.125"	"246773512.875"	"274611153"	"296756250"	"54265985.7578125"	"54607686.9550781"	"76522431.15625"	"76975470.4375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW7P"	"ENOG411CW7P"	"0.000"	"False"	"181.039"	"35"	"27"	"161"	"27"	"3612"	"410.4"	"6.70"	"411.62"	"27"	"223664873.8125"	"220556040.6875"	"276254886.6875"	"290563347.125"	"49959591.7382813"	"53100415.4101563"	"65425765.75"	"66527552.09375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0GZ"	"ENOG411D0GZ"	"0.000"	"False"	"180.812"	"40"	"33"	"177"	"33"	"2649"	"297.6"	"5.16"	"455.26"	"33"	"222845083.960938"	"238811249.550781"	"306146212.867188"	"321773268"	"62461530.453125"	"62851873.7109375"	"84704001.2358398"	"83617858.0302734"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQC3"	"ENOG411CQC3"	"0.000"	"False"	"180.201"	"12"	"26"	"187"	"26"	"4719"	"525.6"	"6.00"	"489.38"	"26"	"338446456.09375"	"348259837.25"	"420426931.875"	"457757314.25"	"80756686.8691406"	"82773452.640625"	"112850333.568359"	"113623182.328125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CTCD"	"ENOG411CTCD"	"0.000"	"False"	"179.635"	"50"	"19"	"187"	"19"	"1664"	"186.2"	"5.47"	"549.68"	"19"	"331250083.375"	"352963168.46875"	"410500079.25"	"433607253.96875"	"75281024.1757813"	"76390424.171875"	"108712677.25"	"103458806.863281"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP4V"	"ENOG411CP4V"	"0.000"	"False"	"179.394"	"20"	"33"	"203"	"33"	"3809"	"433.1"	"5.76"	"480.09"	"33"	"345756708.375"	"339896659"	"403888890.125"	"422062723.5625"	"89523377.2734375"	"88334907.734375"	"116680924.833984"	"107640685.59375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSFF"	"ENOG411CSFF"	"0.000"	"False"	"179.075"	"43"	"26"	"165"	"26"	"2272"	"265.0"	"6.71"	"436.86"	"26"	"269955284"	"270650443.8125"	"312516075.5625"	"331934699.125"	"68743594.265625"	"69686782.8046875"	"87669053.6015625"	"87026412.5546875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT4Q"	"ENOG411CT4Q"	"0.000"	"False"	"178.203"	"51"	"31"	"218"	"31"	"1313"	"149.7"	"6.79"	"549.62"	"31"	"591160133.9375"	"647616501.625"	"781826956.71875"	"764320086.125"	"82737809.09375"	"84489387.5742188"	"108730415.867188"	"109696688.78125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSRQ"	"ENOG411CSRQ"	"0.000"	"False"	"177.687"	"30"	"34"	"181"	"34"	"3105"	"346.9"	"4.86"	"480.92"	"34"	"327167039.09375"	"325284407.375"	"347920668.9375"	"368694003.1875"	"75800419.8984375"	"76119010.2148438"	"96250688.5"	"96419445.6796875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411D16E"	"ENOG411D16E"	"0.000"	"False"	"175.446"	"65"	"27"	"197"	"27"	"1316"	"147.8"	"6.06"	"517.02"	"27"	"491338369.9375"	"495409457.125"	"559153154.25"	"588774148.5"	"107701725.4375"	"109524123.09375"	"133457983.078125"	"133549043.1875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CWZ5"	"ENOG411CWZ5"	"0.000"	"False"	"172.718"	"70"	"23"	"185"	"23"	"1020"	"107.9"	"9.07"	"505.60"	"23"	"740211767.625"	"747520867.8125"	"1132366684.5"	"1181044221.8125"	"143732956.753906"	"152000149.648438"	"230678882.618164"	"239921331.5625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
