"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Abundance F27 Control"	"Abundance F28 Control"	"Abundance F29 Sample"	"Abundance F30 Sample"	"Found in Sample in S27 F27 Control"	"Found in Sample in S28 F28 Control"	"Found in Sample in S29 F29 Sample"	"Found in Sample in S30 F30 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"ENOG411CRPT"	"ENOG411CRPT"	"0.000"	"False"	"91.588"	"16"	"19"	"69"	"19"	"3314"	"360.8"	"8.18"	"164.04"	"19"	"23824989.7119141"	"24083169.9501953"	"52554521.6171875"	"52525020.5703125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRH0"	"ENOG411CRH0"	"0.000"	"False"	"91.574"	"16"	"26"	"69"	"26"	"2818"	"316.3"	"7.56"	"152.85"	"26"	"26772004.0742188"	"27034568.3476563"	"61690063.953125"	"61704102.5625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV35"	"ENOG411CV35"	"0.000"	"False"	"91.286"	"17"	"21"	"75"	"21"	"4525"	"481.5"	"8.91"	"160.30"	"21"	"69199534.875"	"68787224.921875"	"113327606.289063"	"125171919.425781"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTVQ"	"ENOG411CTVQ"	"0.000"	"False"	"89.203"	"32"	"15"	"67"	"15"	"2013"	"226.4"	"8.46"	"150.61"	"15"	"27451443.9238281"	"30511831.90625"	"63020233.3691406"	"61691388.4179688"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSMY"	"ENOG411CSMY"	"0.000"	"False"	"88.911"	"24"	"13"	"74"	"13"	"1302"	"139.9"	"8.76"	"162.42"	"13"	"150231616.310547"	"148468885.492188"	"341051465.980469"	"361729506.8125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXAK"	"ENOG411CXAK"	"0.000"	"False"	"88.910"	"35"	"15"	"70"	"15"	"848"	"92.8"	"8.70"	"172.83"	"15"	"55115848.3125"	"55766113.9375"	"128155536.375"	"131081401.96875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYMK"	"ENOG411CYMK"	"0.000"	"False"	"88.770"	"33"	"23"	"77"	"23"	"1888"	"212.4"	"10.61"	"170.19"	"23"	"58884456.3476563"	"60150423.0742188"	"216043812.273438"	"218578374.585938"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYCR"	"ENOG411CYCR"	"0.000"	"False"	"88.746"	"24"	"20"	"73"	"20"	"1451"	"158.8"	"6.86"	"171.79"	"20"	"54365192.203125"	"56665806.421875"	"100926027.101563"	"101548919.984375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY7P"	"ENOG411CY7P"	"0.000"	"False"	"87.823"	"18"	"22"	"51"	"22"	"3678"	"416.3"	"7.59"	"123.82"	"22"	"24683523.0078125"	"25497479.15625"	"65664026.6875"	"65056772"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP84"	"ENOG411CP84"	"0.000"	"False"	"84.681"	"32"	"15"	"60"	"15"	"1689"	"177.4"	"8.98"	"137.95"	"15"	"50015515.484375"	"49974204.6953125"	"124093908.5"	"134100137.9375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUU4"	"ENOG411CUU4"	"0.000"	"False"	"84.000"	"14"	"20"	"60"	"20"	"1581"	"180.0"	"6.52"	"133.15"	"20"	"34655650.484375"	"34351767.7734375"	"81925688"	"83974188.875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX8K"	"ENOG411CX8K"	"0.000"	"False"	"83.075"	"7"	"23"	"48"	"23"	"6223"	"690.9"	"5.82"	"82.97"	"23"	"16402395.840332"	"15956588.4335938"	"43924061.703125"	"44632184.9375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWCJ"	"ENOG411CWCJ"	"0.000"	"False"	"82.487"	"31"	"16"	"68"	"15"	"869"	"95.8"	"6.65"	"167.76"	"16"	"44155303.40625"	"44496096.625"	"142331494.5625"	"145601134.6875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ0F"	"ENOG411CQ0F"	"0.000"	"False"	"82.338"	"13"	"20"	"60"	"20"	"3255"	"342.4"	"7.40"	"129.78"	"20"	"21147783.34375"	"21196074.625"	"30766447.3125"	"32707636.453125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWP5"	"ENOG411CWP5"	"0.000"	"False"	"81.866"	"24"	"13"	"69"	"13"	"1471"	"169.0"	"9.69"	"184.90"	"13"	"63711938.4570313"	"59293388.1484375"	"169024535.125"	"168001142.375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQD9"	"ENOG411CQD9"	"0.000"	"False"	"80.473"	"4"	"19"	"112"	"19"	"16034"	"1714.2"	"8.24"	"280.59"	"19"	"711962026.220703"	"582072576.671875"	"456963467.171875"	"626588868.46875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPXC"	"ENOG411CPXC"	"0.000"	"False"	"80.391"	"21"	"17"	"63"	"17"	"3462"	"399.4"	"5.86"	"156.18"	"17"	"24204073.0234375"	"24931947.0429688"	"82224536.171875"	"81881485.71875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWS7"	"ENOG411CWS7"	"0.000"	"False"	"80.115"	"37"	"21"	"84"	"21"	"3497"	"381.3"	"7.17"	"191.03"	"21"	"120620357.476563"	"124731224.726563"	"289341968.890625"	"285981992.6875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX3N"	"ENOG411CX3N"	"0.000"	"False"	"80.002"	"29"	"20"	"74"	"20"	"1576"	"179.8"	"8.27"	"163.70"	"20"	"56937645.9023438"	"61121436.4726563"	"103249662.1875"	"102105526.59375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP4V"	"ENOG411CP4V"	"0.000"	"False"	"79.612"	"10"	"14"	"55"	"14"	"3809"	"433.1"	"5.76"	"98.73"	"14"	"14877017.34375"	"14548200.3710938"	"47561161.5976563"	"52064862.171875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPDJ"	"ENOG411CPDJ"	"0.000"	"False"	"79.423"	"7"	"25"	"55"	"25"	"4128"	"470.4"	"5.95"	"114.83"	"25"	"8734191.0234375"	"9054844.8984375"	"32860589.921875"	"32164187.109375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXJA"	"ENOG411CXJA"	"0.000"	"False"	"78.588"	"35"	"16"	"59"	"16"	"1818"	"201.3"	"6.19"	"130.90"	"16"	"22355182.8828125"	"22207374.0625"	"50851114.046875"	"51127791.859375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTTN"	"ENOG411CTTN"	"0.000"	"False"	"78.384"	"12"	"17"	"54"	"17"	"4202"	"475.8"	"4.86"	"127.20"	"17"	"31862565.9609375"	"33345251.8515625"	"90204292.546875"	"91202499.734375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWMH"	"ENOG411CWMH"	"0.000"	"False"	"77.607"	"16"	"24"	"58"	"24"	"3783"	"433.1"	"7.12"	"109.80"	"24"	"28415543.9902344"	"27774029.7480469"	"69429627.6875"	"70213789.421875"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CZ5P"	"ENOG411CZ5P"	"0.000"	"False"	"77.421"	"20"	"18"	"66"	"18"	"3495"	"385.0"	"7.09"	"153.24"	"18"	"29528694.1484375"	"29937610.9179688"	"80958216.953125"	"82829032.5"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DFPC"	"ENOG411DFPC"	"0.000"	"False"	"76.963"	"11"	"15"	"67"	"15"	"5984"	"647.3"	"4.88"	"160.63"	"15"	"43174913.2099609"	"46894717.984375"	"75678697.7128906"	"74956196.53125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPVP"	"ENOG411CPVP"	"0.000"	"False"	"76.710"	"29"	"18"	"64"	"18"	"1626"	"179.3"	"8.32"	"146.76"	"18"	"76516915.234375"	"77522268.8261719"	"205751863.75"	"208950304"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTH9"	"ENOG411CTH9"	"0.000"	"False"	"76.482"	"13"	"16"	"36"	"16"	"4103"	"471.7"	"4.86"	"92.22"	"16"	"15527394.640625"	"16486388.9453125"	"51209303.515625"	"50447881.328125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPTT"	"ENOG411CPTT"	"0.000"	"False"	"75.709"	"21"	"20"	"65"	"20"	"3600"	"409.8"	"7.02"	"142.33"	"20"	"34318726.1074219"	"35085404.3867188"	"135937388.9375"	"134533454.6875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS9M"	"ENOG411CS9M"	"0.000"	"False"	"74.580"	"20"	"15"	"49"	"15"	"1456"	"152.6"	"6.52"	"120.22"	"15"	"11948198.703125"	"13488941.6640625"	"42159249.71875"	"39756560.140625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYJA"	"ENOG411CYJA"	"0.000"	"False"	"74.503"	"13"	"20"	"54"	"19"	"6347"	"707.6"	"6.04"	"119.22"	"20"	"20624437.515625"	"20691546.46875"	"65024023.65625"	"65388426.71875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DF1I"	"ENOG411DF1I"	"0.000"	"False"	"74.401"	"21"	"20"	"45"	"20"	"2823"	"318.1"	"8.31"	"83.41"	"20"	"8775301.67480469"	"10036368.8300781"	"26588749.1875"	"26979325.125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZ04"	"ENOG411CZ04"	"0.000"	"False"	"74.135"	"19"	"18"	"55"	"18"	"1815"	"203.0"	"7.05"	"135.49"	"18"	"27063016.0078125"	"29431987.1894531"	"102659451.03125"	"103322072.0625"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CWZ5"	"ENOG411CWZ5"	"0.000"	"False"	"73.288"	"41"	"14"	"54"	"14"	"1020"	"107.9"	"9.07"	"136.31"	"14"	"76390563.1582031"	"85624940.5820313"	"217510464.578125"	"209465891.15625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTA8"	"ENOG411CTA8"	"0.000"	"False"	"72.909"	"19"	"15"	"47"	"15"	"2365"	"265.4"	"8.05"	"101.85"	"15"	"19567977.828125"	"19703100.015625"	"50702376.640625"	"50898761.359375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZJ3"	"ENOG411CZJ3"	"0.000"	"False"	"71.779"	"21"	"19"	"59"	"19"	"2547"	"284.3"	"5.21"	"144.02"	"19"	"40830626.9609375"	"40431374.734375"	"87540061.328125"	"88694134.46875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ47"	"ENOG411CQ47"	"0.000"	"False"	"71.504"	"13"	"22"	"51"	"22"	"3174"	"361.0"	"6.96"	"115.60"	"22"	"25539785.5566406"	"51004042.8828125"	"109429271.515625"	"109302140.8125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWYE"	"ENOG411CWYE"	"0.000"	"False"	"71.439"	"19"	"16"	"44"	"16"	"2570"	"289.6"	"5.41"	"117.21"	"16"	"42186185.6103516"	"43055232.7753906"	"85538383.125"	"85600215.65625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUS9"	"ENOG411CUS9"	"0.000"	"False"	"71.240"	"15"	"19"	"64"	"19"	"3449"	"382.8"	"7.62"	"144.30"	"19"	"21024971.765625"	"22501212.0703125"	"56002681.375"	"54432436.40625"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CU5H"	"ENOG411CU5H"	"0.000"	"False"	"71.102"	"22"	"22"	"76"	"22"	"3102"	"351.7"	"7.50"	"160.95"	"22"	"39258571.828125"	"40226301.1972656"	"100823389.9375"	"98637786"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV4P"	"ENOG411CV4P"	"0.000"	"False"	"70.693"	"36"	"16"	"59"	"16"	"2488"	"282.4"	"11.09"	"125.43"	"16"	"470351837.983398"	"470232819.09375"	"204770781.96875"	"207752341.5625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXU8"	"ENOG411CXU8"	"0.000"	"False"	"69.982"	"32"	"17"	"60"	"13"	"2220"	"251.6"	"4.89"	"131.38"	"17"	"39386557.21875"	"43645358.6875"	"110237964.84375"	"103657045.515625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRYB"	"ENOG411CRYB"	"0.000"	"False"	"69.563"	"5"	"21"	"33"	"21"	"6696"	"740.3"	"5.55"	"82.47"	"21"	"3670956.38769531"	"3534140.96875"	"18446394.0664063"	"18167945.5"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ90"	"ENOG411CQ90"	"0.000"	"False"	"69.154"	"24"	"10"	"65"	"8"	"2493"	"276.4"	"5.22"	"144.86"	"10"	"127282416.414063"	"125522776.273438"	"238161624.53125"	"239682115.9375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRMW"	"ENOG411CRMW"	"0.000"	"False"	"68.502"	"41"	"9"	"49"	"9"	"708"	"80.5"	"8.31"	"130.23"	"9"	"36419633.15625"	"36393177.03125"	"116100671.28125"	"119206346.875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTAU"	"ENOG411CTAU"	"0.000"	"False"	"68.188"	"49"	"16"	"78"	"16"	"872"	"96.2"	"9.94"	"187.46"	"16"	"164856134.691406"	"207358108.802734"	"535245514.25"	"537263084.40625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQKQ"	"ENOG411CQKQ"	"0.000"	"False"	"68.024"	"21"	"15"	"73"	"15"	"2963"	"324.1"	"8.00"	"177.96"	"15"	"191126550.955078"	"190724444.875"	"456905048.8125"	"463756524.84375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW7B"	"ENOG411CW7B"	"0.000"	"False"	"67.720"	"27"	"12"	"48"	"12"	"1018"	"110.0"	"7.55"	"120.01"	"12"	"42952218.1328125"	"43087171.7265625"	"106559163.21875"	"108458603.3125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWJS"	"ENOG411CWJS"	"0.000"	"False"	"67.716"	"34"	"16"	"55"	"16"	"1181"	"131.7"	"7.59"	"131.58"	"16"	"37621531.3359375"	"36755574.5703125"	"141710061.289063"	"143973164.78125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0BQ"	"ENOG411D0BQ"	"0.000"	"False"	"67.319"	"18"	"15"	"48"	"15"	"2192"	"245.9"	"8.57"	"121.25"	"15"	"23584931.234375"	"22479889.328125"	"56893825.15625"	"58305997.765625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D16E"	"ENOG411D16E"	"0.000"	"False"	"66.774"	"45"	"17"	"53"	"17"	"1316"	"147.8"	"6.06"	"133.18"	"17"	"36407037.7578125"	"36802540.1640625"	"70423370.9296875"	"71163634.0585938"	"High"	"High"	"High"	"High"	"1"	"Met-loss [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411D7PK"	"ENOG411D7PK"	"0.000"	"False"	"66.634"	"27"	"11"	"109"	"1"	"2657"	"295.9"	"5.64"	"245.30"	"11"	"399347586.03125"	"395132194.039063"	"817103318.9375"	"827221983.8125"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D1G5"	"ENOG411D1G5"	"0.000"	"False"	"65.914"	"23"	"13"	"35"	"13"	"1437"	"158.7"	"6.90"	"84.54"	"13"	"14262010.2148438"	"14519715.9960938"	"30106496.53125"	"31153240.59375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR1F"	"ENOG411CR1F"	"0.000"	"False"	"65.711"	"10"	"16"	"46"	"16"	"4378"	"490.2"	"5.62"	"92.09"	"16"	"19847858.9433594"	"19963028.9082031"	"44985680.6640625"	"44579170.765625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVAT"	"ENOG411CVAT"	"0.000"	"False"	"65.492"	"38"	"16"	"47"	"16"	"847"	"95.0"	"7.59"	"117.71"	"16"	"29155971.59375"	"29389174.7910156"	"55363412.828125"	"55149841.40625"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CS0R"	"ENOG411CS0R"	"0.000"	"False"	"65.229"	"14"	"13"	"44"	"13"	"4809"	"534.3"	"5.16"	"104.68"	"13"	"32272822.265625"	"33340548.734375"	"71124505.25"	"71481939.90625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSCH"	"ENOG411CSCH"	"0.000"	"False"	"65.226"	"18"	"22"	"55"	"22"	"5093"	"558.8"	"7.34"	"110.56"	"22"	"27085965.7753906"	"30099971.0136719"	"79988971.6875"	"78724926.15625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSRQ"	"ENOG411CSRQ"	"0.000"	"False"	"64.705"	"18"	"20"	"52"	"20"	"3105"	"346.9"	"4.86"	"110.15"	"20"	"21387601.7382813"	"23729158.6328125"	"63907942.34375"	"63360881.078125"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CQMA"	"ENOG411CQMA"	"0.000"	"False"	"64.679"	"12"	"14"	"44"	"14"	"3099"	"342.5"	"5.76"	"98.56"	"14"	"16234264.3203125"	"16469116.6396484"	"41467664.8125"	"42230920.2207031"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYUD"	"ENOG411CYUD"	"0.000"	"False"	"64.678"	"14"	"13"	"42"	"13"	"1916"	"214.7"	"6.14"	"105.96"	"13"	"10092724.1914063"	"10802663.3652344"	"29667811.1875"	"29452996.90625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQXN"	"ENOG411CQXN"	"0.000"	"False"	"64.177"	"17"	"18"	"43"	"18"	"3658"	"410.6"	"5.47"	"99.20"	"18"	"9953064.875"	"10530177.0390625"	"33189116.1875"	"34162666.9140625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT17"	"ENOG411CT17"	"0.000"	"False"	"63.398"	"20"	"11"	"41"	"11"	"1289"	"141.0"	"7.27"	"111.20"	"11"	"45257608.71875"	"46176348.109375"	"90033198.09375"	"92596671"	"High"	"High"	"High"	"High"	"1"	"Met-loss [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CRJZ"	"ENOG411CRJZ"	"0.000"	"False"	"63.122"	"16"	"17"	"41"	"15"	"3218"	"344.7"	"7.90"	"86.28"	"17"	"5441263.51953125"	"5884220.4765625"	"15857955.3710938"	"15330378.640625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU81"	"ENOG411CU81"	"0.000"	"False"	"62.642"	"18"	"16"	"41"	"16"	"1791"	"202.3"	"6.71"	"96.97"	"16"	"25445893.9042969"	"35293106.59375"	"73747259.09375"	"69027376.15625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUJY"	"ENOG411CUJY"	"0.000"	"False"	"62.498"	"3"	"16"	"32"	"16"	"11200"	"1249.5"	"6.01"	"75.77"	"16"	"5269655.19824219"	"5110066.22070313"	"16546290.03125"	"16724050.5"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUJ2"	"ENOG411CUJ2"	"0.000"	"False"	"62.114"	"20"	"16"	"39"	"16"	"1779"	"201.3"	"7.88"	"85.41"	"16"	"7082608.6796875"	"6975141.84375"	"22132922.765625"	"22485422.34375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT9G"	"ENOG411CT9G"	"0.000"	"False"	"62.109"	"8"	"15"	"29"	"15"	"2326"	"257.2"	"5.49"	"68.67"	"15"	"9493409.63085938"	"9899448.44726563"	"26252919.03125"	"27074343.921875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWTI"	"ENOG411CWTI"	"0.000"	"False"	"60.958"	"9"	"16"	"38"	"16"	"6742"	"762.2"	"5.40"	"89.79"	"16"	"16765782.421875"	"17800557.0546875"	"50465708.5820313"	"51748689.6171875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTJ6"	"ENOG411CTJ6"	"0.000"	"False"	"60.952"	"26"	"14"	"45"	"14"	"1190"	"131.3"	"9.09"	"107.02"	"14"	"16574387.0605469"	"19008770.8203125"	"43835531.15625"	"45028479.703125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ30"	"ENOG411CQ30"	"0.000"	"False"	"60.927"	"19"	"15"	"48"	"15"	"1575"	"177.5"	"8.18"	"113.66"	"15"	"31104752.1269531"	"33334127.1328125"	"80848170.7109375"	"79223384.9013672"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRH1"	"ENOG411CRH1"	"0.000"	"False"	"60.734"	"8"	"15"	"49"	"15"	"22360"	"2477.2"	"5.81"	"110.53"	"15"	"8328809.5703125"	"8277483.0546875"	"37387097.3828125"	"37410740.1875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVFB"	"ENOG411CVFB"	"0.000"	"False"	"60.542"	"16"	"17"	"47"	"17"	"1438"	"155.5"	"7.66"	"111.91"	"17"	"27431014.4375"	"27164668.1660156"	"70403436.8359375"	"71846176.21875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTBI"	"ENOG411CTBI"	"0.000"	"False"	"60.540"	"15"	"10"	"28"	"10"	"2726"	"298.5"	"7.47"	"81.08"	"10"	"14028263.328125"	"13982191.09375"	"27882133.015625"	"29341376.546875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPQV"	"ENOG411CPQV"	"0.000"	"False"	"60.345"	"21"	"11"	"47"	"11"	"1905"	"212.1"	"5.83"	"119.36"	"11"	"31667885.0625"	"31053118.125"	"80365487.5"	"81843142.125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ1J"	"ENOG411CQ1J"	"0.000"	"False"	"60.235"	"14"	"15"	"45"	"15"	"3174"	"356.2"	"7.90"	"110.31"	"15"	"41468228.8710938"	"45977825.5742188"	"106766624.179688"	"106619023.117188"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY65"	"ENOG411CY65"	"0.000"	"False"	"60.037"	"31"	"15"	"49"	"4"	"902"	"100.4"	"5.17"	"113.53"	"15"	"99001876.4042969"	"106808466.152344"	"268920534.765625"	"267529325.359375"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS0I"	"ENOG411CS0I"	"0.000"	"False"	"59.864"	"25"	"14"	"45"	"14"	"1023"	"112.4"	"6.87"	"108.16"	"14"	"40287201.90625"	"44526809.984375"	"117664101.078125"	"116710427.9375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZDC"	"ENOG411CZDC"	"0.000"	"False"	"59.193"	"16"	"15"	"39"	"15"	"3552"	"401.8"	"5.45"	"87.93"	"15"	"9238305.4140625"	"10087650.1914063"	"31763328.375"	"32808545.421875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWIW"	"ENOG411CWIW"	"0.000"	"False"	"59.073"	"13"	"14"	"47"	"14"	"2870"	"328.5"	"10.23"	"99.34"	"14"	"36786568.8125"	"43317582.1289063"	"187462318.71875"	"186172557.96875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTCS"	"ENOG411CTCS"	"0.000"	"False"	"58.800"	"26"	"14"	"48"	"14"	"1391"	"147.9"	"9.31"	"111.86"	"14"	"24079131.84375"	"25058726.765625"	"55456781.84375"	"56854856.71875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQC9"	"ENOG411CQC9"	"0.000"	"False"	"58.664"	"14"	"15"	"43"	"14"	"2574"	"272.4"	"8.35"	"88.92"	"15"	"13748012.375"	"13628219.859375"	"42125370.4375"	"43370952.125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT4Q"	"ENOG411CT4Q"	"0.000"	"False"	"58.645"	"29"	"14"	"40"	"14"	"1313"	"149.7"	"6.79"	"95.79"	"14"	"9388412.375"	"9876774.765625"	"26747430.828125"	"26793388.609375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY0H"	"ENOG411CY0H"	"0.000"	"False"	"58.562"	"22"	"16"	"42"	"16"	"2069"	"237.4"	"7.64"	"80.17"	"16"	"16882492.0859375"	"17807511.6464844"	"41563396.0625"	"41716862.5703125"	"High"	"High"	"High"	"High"	"1"	""
